Date,Comment,tokens_stopword,clean_text
2026-03-19T18:59:25Z,"['mba', 'nana', 'love', 'you', 'pak', 'prabowo', 'juga', 'saya', 'sini', 'melihat', 'bahwa', 'jiwa', 'patriotic', 'bapak', 'tidak', 'diragukan', 'tapi', 'saya', 'kira', 'pembisik', 'dan', 'komunikasi', 'antara', 'pemerintah', 'penduduk', 'itu', 'sepertinya', 'harus', 'diperbaiki']","['mba', 'nana', 'love', 'you', 'prabowo', 'sini', 'melihat', 'jiwa', 'patriotic', 'tidak', 'diragukan', 'kira', 'pembisik', 'komunikasi', 'pemerintah', 'penduduk', 'sepertinya', 'diperbaiki']",mba nana love you prabowo sini melihat jiwa patriotic tidak diragukan kira pembisik komunikasi pemerintah penduduk sepertinya diperbaiki
2026-03-19T18:59:20Z,"['mari', 'kita', 'doakan', 'semoga', 'para', 'pemimpin', 'kita', 'senantiasa', 'amanah', 'dan', 'mendapatkan', 'hidayah', 'dari', 'allah', 'swt', 'bagi', 'para', 'pengkritik', 'kebijakan', 'semoga', 'dipanjangkan', 'umurnya', 'dan', 'tetap', 'konsisten', 'dalam', 'memberikan', 'masukan', 'demi', 'indonesia', 'yang', 'lebih', 'baik']","['doakan', 'semoga', 'pemimpin', 'senantiasa', 'amanah', 'mendapatkan', 'hidayah', 'allah', 'swt', 'pengkritik', 'kebijakan', 'semoga', 'dipanjangkan', 'umurnya', 'tetap', 'konsisten', 'memberikan', 'masukan', 'indonesia', 'lebih', 'baik']",doakan semoga pemimpin senantiasa amanah mendapatkan hidayah allah swt pengkritik kebijakan semoga dipanjangkan umurnya tetap konsisten memberikan masukan indonesia lebih baik
2026-03-19T18:59:07Z,"['nana', 'itu', 'harusnya', 'buka', 'juga', 'dibelakang', 'kerusuhan', 'itu']","['nana', 'harusnya', 'buka', 'dibelakang', 'kerusuhan']",nana harusnya buka dibelakang kerusuhan
2026-03-19T18:59:05Z,"['mbg', 'tolong', 'hentikan', 'pak', 'alokasikan', 'kesehatan', 'dan', 'pendidikan', 'dan', 'sembako', 'saja']","['mbg', 'hentikan', 'alokasikan', 'kesehatan', 'pendidikan', 'sembako']",mbg hentikan alokasikan kesehatan pendidikan sembako
2026-03-19T21:13:43Z,"['nanti', 'yang', 'kaya', 'juga', 'masih', 'terima', 'sembako']","['kaya', 'terima', 'sembako']",kaya terima sembako
2026-03-19T21:31:58Z,"['bkn', 'bgitu', 'maas', 'bro', 'konsep', 'buat', 'subsidi', 'sembako', 'biar', 'hrga', 'nya', 'tidak', 'trllu', 'mahal']","['bkn', 'bgitu', 'maas', 'bro', 'konsep', 'buat', 'subsidi', 'sembako', 'biar', 'hrga', 'tidak', 'trllu', 'mahal']",bkn bgitu maas bro konsep buat subsidi sembako biar hrga tidak trllu mahal
2026-03-19T18:59:04Z,"['hidup', 'dengan', 'paradox', 'mana', 'mungkin', 'masih', 'bisa', 'percaya']","['hidup', 'paradox', 'mana', 'mungkin', 'percaya']",hidup paradox mana mungkin percaya
2026-03-19T18:58:46Z,"['tidak', 'ada', 'yang', 'ngasih', 'topic', 'per', 'timeframe']","['tidak', 'ngasih', 'topic', 'per', 'timeframe']",tidak ngasih topic per timeframe
2026-03-19T18:58:34Z,"['kita', 'cari', 'terus', 'tapi', 'pembuktian', 'nol', 'banyak', 'omon', 'doangbuktikan', 'yang', 'korupsi', 'itu', 'hukum', 'mati', 'prabowo', 'berani', 'tidak']","['cari', 'terus', 'pembuktian', 'nol', 'banyak', 'omon', 'doangbuktikan', 'korupsi', 'hukum', 'mati', 'prabowo', 'berani', 'tidak']",cari terus pembuktian nol banyak omon doangbuktikan korupsi hukum mati prabowo berani tidak
2026-03-19T18:58:25Z,"['yang', 'jadi', 'masalah', 'melambatnya', 'perputaran', 'ekonomi', 'bangsa', 'ini', 'adalah', 'minimnya', 'upah', 'buruh', 'kita', 'tolong', 'pak', 'presiden', 'prabowo', 'sekiranya', 'dapat', 'menaikan', 'gaji', 'buruh', 'dan', 'segera', 'buka', 'pabrik', 'baru', 'agar', 'pengangguran', 'negeri', 'ini', 'semakin', 'berkurang']","['masalah', 'melambatnya', 'perputaran', 'ekonomi', 'bangsa', 'minimnya', 'upah', 'buruh', 'presiden', 'prabowo', 'sekiranya', 'menaikan', 'gaji', 'buruh', 'segera', 'buka', 'pabrik', 'baru', 'pengangguran', 'negeri', 'semakin', 'berkurang']",masalah melambatnya perputaran ekonomi bangsa minimnya upah buruh presiden prabowo sekiranya menaikan gaji buruh segera buka pabrik baru pengangguran negeri semakin berkurang
2026-03-19T18:58:18Z,"['bak', 'nana', 'nanya', 'pak', 'presiden', 'lagsg', 'kringetan']","['bak', 'nana', 'nanya', 'presiden', 'lagsg', 'kringetan']",bak nana nanya presiden lagsg kringetan
2026-03-19T19:40:29Z,"['sudah', 'cebok', 'belum', 'main', 'aja', 'dekk']","['cebok', 'main', 'aja', 'dekk']",cebok main aja dekk
2026-03-19T19:45:00Z,"['presiden', 'yang', 'keringetan', 'dan', 'emotional', 'kelihatannya']","['presiden', 'keringetan', 'emotional', 'kelihatannya']",presiden keringetan emotional kelihatannya
2026-03-19T19:50:23Z,"['fufufafa', 'kemana', 'yah']","['fufufafa', 'yah']",fufufafa yah
2026-03-19T21:14:25Z,"['wkwkwwk', 'menyerang', 'personal', 'kurang', 'kreative', 'kamu', 'mending', 'diganti', 'aja', 'deh', 'buzzer', 'ngecounternya', 'bego']","['wkwkwwk', 'menyerang', 'personal', 'kurang', 'kreative', 'kamu', 'mending', 'diganti', 'aja', 'deh', 'buzzer', 'ngecounternya', 'bego']",wkwkwwk menyerang personal kurang kreative kamu mending diganti aja deh buzzer ngecounternya bego
2026-03-19T18:57:35Z,"['nah', 'gitu', 'sering', 'quot', 'berdialog', 'sama', 'tokoh', 'quot', 'penting', 'ini', 'jangan', 'nanya', 'stafsus', 'melulu', 'sering', 'bohong']","['nah', 'gitu', 'sering', 'quot', 'berdialog', 'sama', 'tokoh', 'quot', 'penting', 'jangan', 'nanya', 'stafsus', 'melulu', 'sering', 'bohong']",nah gitu sering quot berdialog sama tokoh quot penting jangan nanya stafsus melulu sering bohong
2026-03-19T18:57:21Z,"['cba', 'yang', 'jadi', 'narasumber', 'bisa', 'jadi', 'orang', 'yang', 'bisa', 'menjabat', 'sekitar', 'presiden', 'pasti', 'bukan', 'orang', 'yang', 'nyleneh']","['cba', 'narasumber', 'orang', 'menjabat', 'presiden', 'bukan', 'orang', 'nyleneh']",cba narasumber orang menjabat presiden bukan orang nyleneh
2026-03-19T18:57:00Z,"['penjelasan', 'soal', 'bop', 'itu', 'lucu', 'banget', 'harta', 'karun', 'materi', 'standup', 'nih']","['penjelasan', 'soal', 'bop', 'lucu', 'banget', 'harta', 'karun', 'materi', 'standup', 'nih']",penjelasan soal bop lucu banget harta karun materi standup nih
2026-03-19T18:56:53Z,"['presiden', 'yang', 'banyak', 'pahalanya', 'itu', 'pak', 'sby', 'memberikan', 'sertifikasi', 'guru', 'dan', 'mengangkat', 'honorer', 'kesehatan', 'guru', 'guru', 'tua', 'diatas', 'tahun', 'honorer', 'menjadi', 'pns', 'punya', 'pensiun', 'bukan', 'seperti', 'jokowi', 'yang', 'menjadikannya']","['presiden', 'banyak', 'pahalanya', 'sby', 'memberikan', 'sertifikasi', 'guru', 'mengangkat', 'honorer', 'kesehatan', 'guru', 'guru', 'tua', 'diatas', 'tahun', 'honorer', 'menjadi', 'pns', 'punya', 'pensiun', 'bukan', 'jokowi', 'menjadikannya']",presiden banyak pahalanya sby memberikan sertifikasi guru mengangkat honorer kesehatan guru guru tua diatas tahun honorer menjadi pns punya pensiun bukan jokowi menjadikannya
2026-03-19T18:56:26Z,"['jawaban', 'tidak', 'nyambung']","['jawaban', 'tidak', 'nyambung']",jawaban tidak nyambung
2026-03-19T18:56:25Z,"['diluar', 'negeri', 'ada', 'trump', 'netanyahu', 'beserta', 'zionis', 'israel', 'indonesia', 'ada', 'finalis', 'occrp', 'sekeluarga', 'beserta', 'begundalnya', 'mereka', 'semua', 'sedang', 'menjerumuskan', 'manusia', 'dalam', 'alam', 'kegelapan', 'seperti', 'pada', 'abad', 'dan', 'masehi']","['diluar', 'negeri', 'trump', 'netanyahu', 'beserta', 'zionis', 'israel', 'indonesia', 'finalis', 'occrp', 'sekeluarga', 'beserta', 'begundalnya', 'semua', 'sedang', 'menjerumuskan', 'manusia', 'alam', 'kegelapan', 'abad', 'masehi']",diluar negeri trump netanyahu beserta zionis israel indonesia finalis occrp sekeluarga beserta begundalnya semua sedang menjerumuskan manusia alam kegelapan abad masehi
2026-03-19T18:56:20Z,"['quot', 'yang', 'saya', 'heran', 'ada', 'presiden', 'yang', 'ngomong', 'jangan', 'hukum', 'mati', 'koruptor', 'kasian', 'keluarganya', 'quot']","['quot', 'heran', 'presiden', 'ngomong', 'jangan', 'hukum', 'mati', 'koruptor', 'kasian', 'keluarganya', 'quot']",quot heran presiden ngomong jangan hukum mati koruptor kasian keluarganya quot
2026-03-19T18:56:06Z,"['percuma', 'sbatas', 'omon', 'doang', 'tidak', 'berharap', 'terlalu', 'banyak', 'sama', 'negara', 'ini']","['percuma', 'sbatas', 'omon', 'doang', 'tidak', 'berharap', 'terlalu', 'banyak', 'sama', 'negara']",percuma sbatas omon doang tidak berharap terlalu banyak sama negara
2026-03-19T18:55:44Z,"['gimana', 'mau', 'negakin', 'hukum', 'pak', 'prabowo', 'kalo', 'kapolri', 'nya', 'saja', 'belum', 'diganticontoh', 'paling', 'simpel', 'dan', 'sederhana', 'itu', 'pada', 'kasus', 'ijazah', 'jokowi', 'dan', 'kereta', 'cepat', 'yang', 'terlalu', 'berlarutgimana', 'mau', 'usut', 'kasus', 'besar', 'kalo', 'kasus', 'receh', 'pun', 'tidak', 'bisa', 'ditangani']","['gimana', 'mau', 'negakin', 'hukum', 'prabowo', 'kalo', 'kapolri', 'diganticontoh', 'paling', 'simpel', 'sederhana', 'kasus', 'ijazah', 'jokowi', 'kereta', 'cepat', 'terlalu', 'berlarutgimana', 'mau', 'usut', 'kasus', 'besar', 'kalo', 'kasus', 'receh', 'tidak', 'ditangani']",gimana mau negakin hukum prabowo kalo kapolri diganticontoh paling simpel sederhana kasus ijazah jokowi kereta cepat terlalu berlarutgimana mau usut kasus besar kalo kasus receh tidak ditangani
2026-03-19T18:54:50Z,"['prabowo', 'ngalor', 'ngidul', 'dulu', 'santai', 'skip']","['prabowo', 'ngalor', 'ngidul', 'dulu', 'santai', 'skip']",prabowo ngalor ngidul dulu santai skip
2026-03-19T18:54:46Z,"['jangan', 'banyak', 'omong', 'buktikan', 'sekeliling', 'anda', 'banyak', 'penjilat', 'musuh', 'dalam', 'selimut', 'jangan', 'sampai', 'pelihara', 'klok', 'anda', 'seorang', 'prajurit', 'kami', 'rakyat', 'berdiri', 'belakng', 'prajurit']","['jangan', 'banyak', 'omong', 'buktikan', 'sekeliling', 'banyak', 'penjilat', 'musuh', 'selimut', 'jangan', 'pelihara', 'klok', 'seorang', 'prajurit', 'rakyat', 'berdiri', 'belakng', 'prajurit']",jangan banyak omong buktikan sekeliling banyak penjilat musuh selimut jangan pelihara klok seorang prajurit rakyat berdiri belakng prajurit
2026-03-19T18:54:25Z,"['yang', 'setuju', 'undang', 'quot', 'bennix', 'quot']","['setuju', 'undang', 'quot', 'bennix', 'quot']",setuju undang quot bennix quot
2026-03-19T19:36:05Z,"['bukan', 'benix', 'tapi', 'ferry', 'ltth', 'dan', 'jawab', 'semua', 'datanya']","['bukan', 'benix', 'ferry', 'ltth', 'jawab', 'semua', 'datanya']",bukan benix ferry ltth jawab semua datanya
2026-03-19T19:47:16Z,"['part', 'bennix', 'ferry', 'irwandi', 'ust', 'felix', 'siauw', 'ibu', 'cony', 'mardigu', 'again', 'pendeta', 'tony', 'dan', 'boss', 'darling']","['part', 'bennix', 'ferry', 'irwandi', 'ust', 'felix', 'siauw', 'ibu', 'cony', 'mardigu', 'again', 'pendeta', 'tony', 'boss', 'darling']",part bennix ferry irwandi ust felix siauw ibu cony mardigu again pendeta tony boss darling
2026-03-19T20:31:10Z,"['bennix', 'mah', 'buzzer', 'pejabat', 'pemerintah']","['bennix', 'mah', 'buzzer', 'pejabat', 'pemerintah']",bennix mah buzzer pejabat pemerintah
2026-03-19T18:54:20Z,"['nanti', 'acherat', 'akan', 'terlihat', 'apa', 'yang', 'kerjakan', 'para', 'presiden', 'untuk', 'bangsanya']","['acherat', 'terlihat', 'apa', 'kerjakan', 'presiden', 'bangsanya']",acherat terlihat apa kerjakan presiden bangsanya
2026-03-19T18:54:13Z,"['kebohongan', 'mensos', 'harus', 'hentikan']","['kebohongan', 'mensos', 'hentikan']",kebohongan mensos hentikan
2026-03-19T18:53:34Z,"['keren', 'lah', 'presiden', 'aing']","['keren', 'presiden', 'aing']",keren presiden aing
2026-03-19T18:53:16Z,"['saya', 'masih', 'kebayang', 'kalo', 'pak', 'jokowi', 'disitu', 'opoo', 'toh', 'yang', 'bakalan', 'dia', 'omongin']","['kebayang', 'kalo', 'jokowi', 'disitu', 'opoo', 'bakalan', 'omongin']",kebayang kalo jokowi disitu opoo bakalan omongin
2026-03-19T18:53:03Z,"['kelanjutan', 'nya', 'belum', 'upload', 'yaa']","['kelanjutan', 'upload', 'yaa']",kelanjutan upload yaa
2026-03-19T18:52:54Z,"['najwa', 'keliatan', 'banget', 'bayaran', 'asing']","['najwa', 'keliatan', 'banget', 'bayaran', 'asing']",najwa keliatan banget bayaran asing
2026-03-19T18:52:53Z,"['sekolahnya', 'main', 'main', 'semua', 'jir', 'salut', 'gua']","['sekolahnya', 'main', 'main', 'semua', 'jir', 'salut', 'gua']",sekolahnya main main semua jir salut gua
2026-03-19T18:52:52Z,"['doi', 'jenderalnya', 'jendral', 'tidak', 'mungkin', 'kosong']","['doi', 'jenderalnya', 'jendral', 'tidak', 'mungkin', 'kosong']",doi jenderalnya jendral tidak mungkin kosong
2026-03-19T18:52:45Z,"['pak', 'bahlil', 'dan', 'pigai', 'itu', 'duo', 'menteri', 'sorotan', 'rakyat', 'kan', 'gimana', 'pandangan', 'bapak']","['bahlil', 'pigai', 'duo', 'menteri', 'sorotan', 'rakyat', 'kan', 'gimana', 'pandangan']",bahlil pigai duo menteri sorotan rakyat kan gimana pandangan
2026-03-19T18:52:23Z,"['quot', 'kami', 'menunggu', 'action', 'quot']","['quot', 'menunggu', 'action', 'quot']",quot menunggu action quot
2026-03-19T18:52:20Z,"['mntp', 'satu', 'berdialok', 'untuk', 'mencari', 'selusi', 'untuk', 'indonesia', 'yang', 'lebih', 'baik', 'untuk', 'kedepanya']","['mntp', 'satu', 'berdialok', 'mencari', 'selusi', 'indonesia', 'lebih', 'baik', 'kedepanya']",mntp satu berdialok mencari selusi indonesia lebih baik kedepanya
2026-03-19T18:52:14Z,"['sekarang', 'bingung', 'antara', 'pilih', 'geng', 'solo', 'atau', 'rakyat']","['sekarang', 'bingung', 'pilih', 'geng', 'solo', 'rakyat']",sekarang bingung pilih geng solo rakyat
2026-03-19T18:52:14Z,"['tahun', 'yang', 'kacau', 'semua', 'bisnis', 'ancur', 'jual', 'susah', 'dan', 'lebaran', 'tahun', 'ini', 'yang', 'paling', 'parah', 'kapan', 'semua', 'ini', 'kembali', 'normal', 'seperti', 'dulu']","['tahun', 'kacau', 'semua', 'bisnis', 'ancur', 'jual', 'susah', 'lebaran', 'tahun', 'paling', 'parah', 'kapan', 'semua', 'normal', 'dulu']",tahun kacau semua bisnis ancur jual susah lebaran tahun paling parah kapan semua normal dulu
2026-03-19T18:52:07Z,"['seharusnya', 'presiden', 'diskusi', 'dengan', 'bem', 'indonesia', 'sudah', 'sering', 'presiden', 'diskusi', 'dengan', 'tkoh', 'namun', 'tidak', 'ada', 'perubahan']","['presiden', 'diskusi', 'bem', 'indonesia', 'sering', 'presiden', 'diskusi', 'tkoh', 'tidak', 'perubahan']",presiden diskusi bem indonesia sering presiden diskusi tkoh tidak perubahan
2026-03-19T18:51:49Z,"['tidak', 'kebayang', 'kalau', 'bukan', 'pak', 'prabowo', 'presidenya', 'keadaannya', 'seperti', 'ini']","['tidak', 'kebayang', 'kalau', 'bukan', 'prabowo', 'presidenya', 'keadaannya']",tidak kebayang kalau bukan prabowo presidenya keadaannya
2026-03-19T18:51:47Z,"['dihemat', 'dibuang', 'lagi', 'untuk', 'mbg', 'tidak', 'tepat', 'sasaran', 'dan', 'guna']","['dihemat', 'dibuang', 'mbg', 'tidak', 'tepat', 'sasaran']",dihemat dibuang mbg tidak tepat sasaran
2026-03-19T18:51:43Z,"['semoga', 'niat', 'selalu', 'dijaga', 'dan', 'dimudahkan', 'sama', 'allah', 'swt', 'pak', 'presiden']","['semoga', 'niat', 'selalu', 'dijaga', 'dimudahkan', 'sama', 'allah', 'swt', 'presiden']",semoga niat selalu dijaga dimudahkan sama allah swt presiden
2026-03-19T18:51:32Z,"['nah', 'itu', 'telpon', 'nya', 'mana', 'share', 'dong', 'biar', 'rakyat', 'bisa', 'jadi', 'relawan', 'buat', 'ikut', 'mengawasi', 'pelaksanaan', 'mbg', 'daerah', 'kan', 'seharusnya', 'relawan', 'itu', 'ada', 'untuk', 'mendukung', 'dan', 'membantu', 'kepentingan', 'rakyat', 'bukan', 'kepada', 'satu', 'orang', 'saja']","['nah', 'telpon', 'mana', 'share', 'dong', 'biar', 'rakyat', 'relawan', 'buat', 'ikut', 'mengawasi', 'pelaksanaan', 'mbg', 'daerah', 'kan', 'relawan', 'mendukung', 'membantu', 'kepentingan', 'rakyat', 'bukan', 'satu', 'orang']",nah telpon mana share dong biar rakyat relawan buat ikut mengawasi pelaksanaan mbg daerah kan relawan mendukung membantu kepentingan rakyat bukan satu orang
2026-03-19T18:51:26Z,"['kapan', 'terwujudnya', 'lapangan', 'kerja', 'buat', 'rakyat', 'indonesia']","['kapan', 'terwujudnya', 'lapangan', 'kerja', 'buat', 'rakyat', 'indonesia']",kapan terwujudnya lapangan kerja buat rakyat indonesia
2026-03-19T18:51:20Z,"['ampun', 'dah', 'sekedar', 'obrolan', 'warung', 'kopi']","['ampun', 'dah', 'sekedar', 'obrolan', 'warung', 'kopi']",ampun dah sekedar obrolan warung kopi
2026-03-19T18:51:09Z,"['transparansi', 'seperti', 'ini', 'membuktikan', 'bahwa', 'kualitas', 'pemimpin', 'kita', 'sangat', 'cerdas']","['transparansi', 'membuktikan', 'kualitas', 'pemimpin', 'sangat', 'cerdas']",transparansi membuktikan kualitas pemimpin sangat cerdas
2026-03-19T18:51:09Z,"['tahun', 'jokowi', 'sudah', 'mengungkap', 'hilirisasi', 'pak', 'presiden', 'tapi', 'belum', 'bisa', 'mengatasi', 'pengangguran', 'dan', 'bagus', 'kalau', 'sering', 'sering', 'diskusi', 'kepada', 'orang', 'orang', 'independen', 'seperti', 'ini', 'jangan', 'terlalu', 'percaya', 'kepada', 'orang', 'abs']","['tahun', 'jokowi', 'mengungkap', 'hilirisasi', 'presiden', 'mengatasi', 'pengangguran', 'bagus', 'kalau', 'sering', 'sering', 'diskusi', 'orang', 'orang', 'independen', 'jangan', 'terlalu', 'percaya', 'orang', 'abs']",tahun jokowi mengungkap hilirisasi presiden mengatasi pengangguran bagus kalau sering sering diskusi orang orang independen jangan terlalu percaya orang abs
2026-03-19T18:51:08Z,"['efiensi', 'itu', 'bagus', 'sambil', 'usaha', 'ambil', 'harta', 'negara', 'yang', 'colong', 'sama', 'koruptor', 'dengan', 'cara', 'sahkan', 'perampasan', 'aset', 'itu', 'baru', 'simpel', 'dan', 'efisien']","['efiensi', 'bagus', 'usaha', 'ambil', 'harta', 'negara', 'colong', 'sama', 'koruptor', 'cara', 'sahkan', 'perampasan', 'aset', 'baru', 'simpel', 'efisien']",efiensi bagus usaha ambil harta negara colong sama koruptor cara sahkan perampasan aset baru simpel efisien
2026-03-19T18:50:58Z,"['pelaku', 'penyiram', 'air', 'keras', 'anggota', 'tentara', 'jadi', 'siapa', 'yang', 'menyuruhnya']","['pelaku', 'penyiram', 'air', 'keras', 'anggota', 'tentara', 'siapa', 'menyuruhnya']",pelaku penyiram air keras anggota tentara siapa menyuruhnya
2026-03-19T21:10:29Z,"['yang', 'nyuruh', 'yang', 'pengen', 'prabowo', 'jatuh']","['nyuruh', 'pengen', 'prabowo', 'jatuh']",nyuruh pengen prabowo jatuh
2026-03-19T18:50:57Z,"['senyum', 'presiden', 'prabowo', 'kecut', 'waktu', 'hasan', 'nasbi', 'bertanya', 'duh']","['senyum', 'presiden', 'prabowo', 'kecut', 'waktu', 'hasan', 'nasbi', 'bertanya', 'duh']",senyum presiden prabowo kecut waktu hasan nasbi bertanya duh
2026-03-19T18:50:56Z,"['cuma', 'najwa', 'yang', 'pertanyaannya', 'mewakili', 'masyarakat']","['cuma', 'najwa', 'pertanyaannya', 'mewakili', 'masyarakat']",cuma najwa pertanyaannya mewakili masyarakat
2026-03-19T18:50:56Z,"['tensi', 'naik']","['tensi', 'naik']",tensi naik
2026-03-19T18:50:45Z,"['silahkan', 'anda', 'berselancar', 'keluar', 'negeri', 'tapi', 'anda', 'harus', 'bisa', 'memberikan', 'menjaga', 'yang', 'ada', 'didalam', 'negeri', 'karena', 'para', 'pembantu', 'termasuk', 'wakil', 'anda', 'adalah', 'pejabat', 'berpikir', 'dan', 'bertindak', 'hanya', 'dirinya', 'kroni', 'termasuk', 'keluarganya', 'saja', 'berapa', 'kali', 'anda', 'keluyuran', 'keluar', 'negeri', 'pulang', 'banyak', 'kejadian', 'kebijakan', 'yang', 'merugikan', 'membuat', 'rakyat', 'dirugikan', 'bahkan', 'menyulut', 'kemarahan']","['silahkan', 'berselancar', 'keluar', 'negeri', 'memberikan', 'menjaga', 'didalam', 'negeri', 'pembantu', 'termasuk', 'wakil', 'pejabat', 'berpikir', 'bertindak', 'dirinya', 'kroni', 'termasuk', 'keluarganya', 'berapa', 'kali', 'keluyuran', 'keluar', 'negeri', 'pulang', 'banyak', 'kejadian', 'kebijakan', 'merugikan', 'membuat', 'rakyat', 'dirugikan', 'bahkan', 'menyulut', 'kemarahan']",silahkan berselancar keluar negeri memberikan menjaga didalam negeri pembantu termasuk wakil pejabat berpikir bertindak dirinya kroni termasuk keluarganya berapa kali keluyuran keluar negeri pulang banyak kejadian kebijakan merugikan membuat rakyat dirugikan bahkan menyulut kemarahan
2026-03-19T18:50:42Z,"['kaku', 'dialognya', 'menurut', 'tidak', 'tepat', 'sasaran', 'ayo', 'para', 'pengamat', 'kalian', 'tuh', 'cerdas', 'kritis', 'dibelakang', 'giliran', 'didepan', 'pada', 'diem', 'bae', 'apakah', 'karena', 'aturan', 'protokoler', 'kah', 'berhenti', 'jilat', 'pejabat', 'jujur', 'sama', 'hati', 'nurani', 'rakyat', 'menunggu', 'kesejahteraan', 'dan', 'keadilan']","['kaku', 'dialognya', 'tidak', 'tepat', 'sasaran', 'ayo', 'pengamat', 'kalian', 'tuh', 'cerdas', 'kritis', 'dibelakang', 'giliran', 'didepan', 'diem', 'bae', 'aturan', 'protokoler', 'berhenti', 'jilat', 'pejabat', 'jujur', 'sama', 'hati', 'nurani', 'rakyat', 'menunggu', 'kesejahteraan', 'keadilan']",kaku dialognya tidak tepat sasaran ayo pengamat kalian tuh cerdas kritis dibelakang giliran didepan diem bae aturan protokoler berhenti jilat pejabat jujur sama hati nurani rakyat menunggu kesejahteraan keadilan
2026-03-19T18:50:36Z,"['begitu', 'banyak', 'nya', 'posting', 'soal', 'mbg', 'presiden', 'prabowo', 'masih', 'membela', 'seharusnya', 'diterima', 'kritikan', 'perbaiki', 'mekanisme', 'mbgnya']","['banyak', 'posting', 'soal', 'mbg', 'presiden', 'prabowo', 'membela', 'diterima', 'kritikan', 'perbaiki', 'mekanisme', 'mbgnya']",banyak posting soal mbg presiden prabowo membela diterima kritikan perbaiki mekanisme mbgnya
2026-03-19T18:50:33Z,"['akhirnya', 'pak', 'mardigu', 'duduk', 'bareng']","['akhirnya', 'mardigu', 'duduk', 'bareng']",akhirnya mardigu duduk bareng
2026-03-19T18:50:22Z,"['bapak', 'bicara', 'nya', 'sangat', 'menyejukkan', 'tapi', 'kenapa', 'kenyataanya', 'lapangan', 'sangat', 'berbeda', 'pak']","['bicara', 'sangat', 'menyejukkan', 'kenyataanya', 'lapangan', 'sangat', 'berbeda']",bicara sangat menyejukkan kenyataanya lapangan sangat berbeda
2026-03-19T18:50:21Z,"['pertemukan', 'dengan', 'siti', 'fadilah', 'dan', 'pak', 'darma', 'pongrekun']","['pertemukan', 'siti', 'fadilah', 'darma', 'pongrekun']",pertemukan siti fadilah darma pongrekun
2026-03-19T18:50:20Z,"['lengser', 'aja', 'pak', 'bagusnya', 'mah']","['lengser', 'aja', 'bagusnya', 'mah']",lengser aja bagusnya mah
2026-03-19T18:50:13Z,"['siapa', 'yang', 'nyangka', 'ngasih', 'jabatan', 'penjilat', 'inkompeten', 'bisa', 'merusak', 'negara']","['siapa', 'nyangka', 'ngasih', 'jabatan', 'penjilat', 'inkompeten', 'merusak', 'negara']",siapa nyangka ngasih jabatan penjilat inkompeten merusak negara
2026-03-19T18:50:09Z,"['wah', 'denialnya', 'tinggi', 'banget', 'sulit', 'sekali', 'kritikan', 'sampai', 'kalo', 'karakternya', 'seperti', 'ini']","['wah', 'denialnya', 'tinggi', 'banget', 'sulit', 'sekali', 'kritikan', 'kalo', 'karakternya']",wah denialnya tinggi banget sulit sekali kritikan kalo karakternya
2026-03-19T18:49:48Z,"['momment', 'paling', 'langka', 'yang', 'bikin', 'bener', 'suka', 'dan', 'mendoakan', 'semoga', 'inpian', 'bapak', 'berhasil', 'indonesia', 'wajib', 'lebih', 'baik', 'kita', 'bisa']","['momment', 'paling', 'langka', 'bikin', 'bener', 'suka', 'mendoakan', 'semoga', 'inpian', 'berhasil', 'indonesia', 'wajib', 'lebih', 'baik']",momment paling langka bikin bener suka mendoakan semoga inpian berhasil indonesia wajib lebih baik
2026-03-19T18:49:43Z,"['eno', 'jaimmalarangeng', 'jaga', 'pelangganbasri', 'text', 'bookfaisal', 'kalah', 'gertakmbak', 'nana', 'paling', 'topmardigu', 'tidak', 'kayak', 'sosmed']","['eno', 'jaimmalarangeng', 'jaga', 'pelangganbasri', 'text', 'bookfaisal', 'kalah', 'gertakmbak', 'nana', 'paling', 'topmardigu', 'tidak', 'kayak', 'sosmed']",eno jaimmalarangeng jaga pelangganbasri text bookfaisal kalah gertakmbak nana paling topmardigu tidak kayak sosmed
2026-03-19T18:49:19Z,"['sekarang', 'jelas', 'jadi', 'kita', 'harus', 'hati', 'dengan', 'informasi']","['sekarang', 'jelas', 'hati', 'informasi']",sekarang jelas hati informasi
2026-03-19T18:49:16Z,"['sering', 'diskusi', 'dengan', 'orang', 'luar', 'lingkaran', 'bapak']","['sering', 'diskusi', 'orang', 'luar', 'lingkaran']",sering diskusi orang luar lingkaran
2026-03-19T18:49:16Z,"['mas', 'faisal', 'sampai', 'mbak', 'nana']","['mas', 'faisal', 'nana']",mas faisal nana
2026-03-19T18:48:16Z,"['bicara', 'soal', 'data', 'apakah', 'percaya', 'saja', 'sebuah', 'data', 'klau', 'ternyata', 'dilapangan', 'nga', 'sesuai', 'dengan', 'data', 'apakah', 'masih', 'percaya', 'dengan', 'data', 'sedangkan', 'data', 'bisa', 'manipulasi']","['bicara', 'soal', 'data', 'percaya', 'sebuah', 'data', 'klau', 'ternyata', 'dilapangan', 'nga', 'sesuai', 'data', 'percaya', 'data', 'data', 'manipulasi']",bicara soal data percaya sebuah data klau ternyata dilapangan nga sesuai data percaya data data manipulasi
2026-03-19T18:48:15Z,"['ingin', 'menegakan', 'hukum', 'dari', 'orang', 'yang', 'melanggar', 'hukum']","['menegakan', 'hukum', 'orang', 'melanggar', 'hukum']",menegakan hukum orang melanggar hukum
